Устройство,Услуга,Цена,Гарантия,Производитель,Тип девайса
  iPhone SE 2,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone SE 2,Полировка стекла,3190.0,0.0,Apple,Смартфон
  iPhone SE 2,Разбор / сбор,1790.0,0.0,Apple,Смартфон
  iPhone SE 2,Ремонт с деталью клиента,1790.0,0.0,Apple,Смартфон
  iPhone SE 2,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone SE 2,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone SE 2,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone SE 2,Чистка сеточки фронтального микрофона и слухового динамика,1990.0,0.0,Apple,Смартфон
  iPhone SE 3,Замена дисплея в сборе - КОПИЯ,3790.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена дисплея в сборе - ORIG,6290.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена стекла (переклейка дисплея),3390.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена дисплея в сборе (оригинальная матрица),4790.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена аккумулятора,3190.0,90.0,Apple,Смартфон
  iPhone SE 3,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone SE 3,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone SE 3,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone SE 3,Восстановление после попадания влаги,2090.0,0.0,Apple,Смартфон
  iPhone SE 3,Замена вибромотора,3290.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone SE 3,Замена датчика освещения/приближения,3090.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена задней крышки в сборе,5990.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена кнопки включения,3090.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена кнопки переключения вибро,3090.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена кнопки Home,4390.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена кнопок громкости,3090.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена микрофона,3990.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена основной камеры,3490.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена передней камеры,3090.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена полифонического динамика,2790.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена разъема зарядки,3390.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone SE 3,Замена слухового динамика,3290.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена стекла задней крышки,3990.0,90.0,Apple,Смартфон
  iPhone SE 3,Замена стекла камеры,1990.0,90.0,Apple,Смартфон
  iPhone SE 3,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone SE 3,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone SE 3,Пайка контроллера аккумулятора (устранение ошибки),1990.0,30.0,Apple,Смартфон
  iPhone SE 3,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone SE 3,Разбор / сбор,1790.0,0.0,Apple,Смартфон
  iPhone SE 3,Ремонт с деталью клиента,1790.0,0.0,Apple,Смартфон
  iPhone SE 3,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone SE 3,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone SE 3,Чистка сеточки фронтального микрофона и слухового динамика,1990.0,0.0,Apple,Смартфон
  iPhone X,Замена дисплея в сборе - КОПИЯ A+,7190.0,90.0,Apple,Смартфон
  iPhone X,Замена дисплея в сборе - КОПИЯ,5290.0,90.0,Apple,Смартфон
  iPhone X,Замена дисплея в сборе - ORIG,10290.0,90.0,Apple,Смартфон
  iPhone X,Замена стекла (переклейка дисплея),4890.0,90.0,Apple,Смартфон
  iPhone X,Замена дисплея в сборе (оригинальная матрица),8690.0,90.0,Apple,Смартфон
  iPhone X,Замена аккумулятора,3790.0,90.0,Apple,Смартфон
  iPhone X,Замена аккумулятора - PLUS,4090.0,90.0,Apple,Смартфон
  iPhone X,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone X,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone X,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone X,Восстановление после попадания влаги,2290.0,0.0,Apple,Смартфон
  iPhone X,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone X,Замена (реболл) микросхемы памяти (EEPROM),6790.0,30.0,Apple,Смартфон
  iPhone X,Замена (реболл) модемного процессора,6790.0,30.0,Apple,Смартфон
  iPhone X,Замена (реболл) основного процессора (CPU),12990.0,30.0,Apple,Смартфон
  iPhone X,Замена акселерометра,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена аудиокодека,6990.0,0.0,Apple,Смартфон
  iPhone X,Замена вибромотора,3590.0,90.0,Apple,Смартфон
  iPhone X,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone X,Замена датчика освещения/приближения,3290.0,90.0,Apple,Смартфон
  iPhone X,Замена драйвера вибромотора,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена драйвера вспышки,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена драйвера дисплея,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена драйвера камеры,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена драйвера подсветки,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена задней крышки в сборе,6890.0,90.0,Apple,Смартфон
  iPhone X,Замена катушки индуктивности,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена ключа зарядки,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена кнопки включения,3090.0,90.0,Apple,Смартфон
  iPhone X,Замена кнопки переключения вибро,3090.0,90.0,Apple,Смартфон
  iPhone X,Замена кнопок громкости,3090.0,90.0,Apple,Смартфон
  iPhone X,Замена контроллера зарядки Tigris,8190.0,30.0,Apple,Смартфон
  iPhone X,Замена контроллера питания модема,8190.0,30.0,Apple,Смартфон
  iPhone X,Замена контроллера USB U2 Tristar,6790.0,30.0,Apple,Смартфон
  iPhone X,Замена контроллера Wi-fi,8190.0,30.0,Apple,Смартфон
  iPhone X,Замена микрофона,3490.0,90.0,Apple,Смартфон
  iPhone X,Замена модуля NFC,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена основного контроллера питания,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена основной камеры,4190.0,90.0,Apple,Смартфон
  iPhone X,Замена передатчика,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена передней камеры,3290.0,90.0,Apple,Смартфон
  iPhone X,Замена полифонического динамика,3190.0,90.0,Apple,Смартфон
  iPhone X,Замена преобразователя,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена разъема зарядки,3490.0,90.0,Apple,Смартфон
  iPhone X,Замена сеточки на слуховой динамик,2090.0,14.0,Apple,Смартфон
  iPhone X,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone X,Замена слухового динамика,3490.0,90.0,Apple,Смартфон
  iPhone X,Замена стекла задней крышки,4090.0,90.0,Apple,Смартфон
  iPhone X,Замена стекла камеры,2190.0,90.0,Apple,Смартфон
  iPhone X,Замена трансивера,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена усилителя полифонического динамика,6990.0,30.0,Apple,Смартфон
  iPhone X,Замена элемента,2990.0,30.0,Apple,Смартфон
  iPhone X,Замена элементов,2990.0,30.0,Apple,Смартфон
  iPhone X,Замена GPS антенны,3890.0,90.0,Apple,Смартфон
  iPhone X,Замена GSM антенны,3890.0,90.0,Apple,Смартфон
  iPhone X,Замена NFC антенны,3590.0,90.0,Apple,Смартфон
  iPhone X,Замена Wi-Fi/Bluetooth антенны,3890.0,90.0,Apple,Смартфон
  iPhone X,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone X,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone X,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone X,Полировка стекла,4290.0,0.0,Apple,Смартфон
  iPhone X,Разбор / сбор,2390.0,0.0,Apple,Смартфон
  iPhone X,Ремонт материнской платы,6990.0,30.0,Apple,Смартфон
  iPhone X,Ремонт с деталью клиента,2390.0,0.0,Apple,Смартфон
  iPhone X,Ремонт цепи питания,2990.0,30.0,Apple,Смартфон
  iPhone X,Ремонт Wi-Fi модуля,6990.0,30.0,Apple,Смартфон
  iPhone X,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone X,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone X,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone X,Чистка сеточки фронтального микрофона и слухового динамика,2190.0,0.0,Apple,Смартфон
  iPhone XR,Замена дисплея в сборе - КОПИЯ,5090.0,90.0,Apple,Смартфон
  iPhone XR,Замена дисплея в сборе - ORIG,7590.0,90.0,Apple,Смартфон
  iPhone XR,Замена стекла (переклейка дисплея),4690.0,90.0,Apple,Смартфон
  iPhone XR,Замена дисплея в сборе (оригинальная матрица),6090.0,90.0,Apple,Смартфон
  iPhone XR,Замена аккумулятора,3790.0,90.0,Apple,Смартфон
  iPhone XR,Замена аккумулятора - PLUS,4090.0,90.0,Apple,Смартфон
  iPhone XR,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone XR,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone XR,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone XR,Восстановление после попадания влаги,2290.0,0.0,Apple,Смартфон
  iPhone XR,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone XR,Замена аудиокодека,6390.0,30.0,Apple,Смартфон
  iPhone XR,Замена вибромотора,3590.0,90.0,Apple,Смартфон
  iPhone XR,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone XR,Замена датчика освещения/приближения,3090.0,90.0,Apple,Смартфон
  iPhone XR,Замена задней крышки в сборе,6890.0,90.0,Apple,Смартфон
  iPhone XR,Замена кнопки включения,2990.0,90.0,Apple,Смартфон
  iPhone XR,Замена кнопки переключения вибро,2990.0,90.0,Apple,Смартфон
  iPhone XR,Замена кнопок громкости,2990.0,90.0,Apple,Смартфон
  iPhone XR,Замена контроллера USB U2 Tristar,6190.0,30.0,Apple,Смартфон
  iPhone XR,Замена микрофона,3490.0,90.0,Apple,Смартфон
  iPhone XR,Замена основной камеры,4190.0,90.0,Apple,Смартфон
  iPhone XR,Замена передней камеры,3090.0,90.0,Apple,Смартфон
  iPhone XR,Замена полифонического динамика,3090.0,90.0,Apple,Смартфон
  iPhone XR,Замена разъема зарядки,3490.0,90.0,Apple,Смартфон
  iPhone XR,Замена сеточки на слуховой динамик,2090.0,14.0,Apple,Смартфон
  iPhone XR,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone XR,Замена слухового динамика,3290.0,90.0,Apple,Смартфон
  iPhone XR,Замена стекла задней крышки,4090.0,90.0,Apple,Смартфон
  iPhone XR,Замена стекла камеры,2190.0,90.0,Apple,Смартфон
  iPhone XR,Замена GSM антенны,3390.0,90.0,Apple,Смартфон
  iPhone XR,Замена NFC антенны,3290.0,90.0,Apple,Смартфон
  iPhone XR,Замена Wi-Fi/Bluetooth антенны,3390.0,90.0,Apple,Смартфон
  iPhone XR,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone XR,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone XR,Пайка контроллера аккумулятора (устранение ошибки),1990.0,30.0,Apple,Смартфон
  iPhone XR,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone XR,Полировка стекла,4290.0,0.0,Apple,Смартфон
  iPhone XR,Разбор / сбор,2390.0,0.0,Apple,Смартфон
  iPhone XR,Ремонт с деталью клиента,2390.0,0.0,Apple,Смартфон
  iPhone XR,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone XR,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone XR,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone XR,Чистка сеточки нижнего микрофона,2090.0,0.0,Apple,Смартфон
  iPhone XS,Замена дисплея в сборе - КОПИЯ A+,7190.0,90.0,Apple,Смартфон
  iPhone XS,Замена дисплея в сборе - КОПИЯ,5590.0,90.0,Apple,Смартфон
  iPhone XS,Замена дисплея в сборе - ORIG,11390.0,90.0,Apple,Смартфон
  iPhone XS,Замена стекла (переклейка дисплея),5190.0,90.0,Apple,Смартфон
  iPhone XS,Замена дисплея в сборе (оригинальная матрица),8990.0,90.0,Apple,Смартфон
  iPhone XS,Замена аккумулятора,4090.0,90.0,Apple,Смартфон
  iPhone XS,Замена аккумулятора - PLUS,4490.0,90.0,Apple,Смартфон
  iPhone XS,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone XS,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone XS,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone XS,Восстановление после попадания влаги,2290.0,0.0,Apple,Смартфон
  iPhone XS,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone XS,Замена аудиокодека,7390.0,0.0,Apple,Смартфон
  iPhone XS,Замена вибромотора,3990.0,90.0,Apple,Смартфон
  iPhone XS,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone XS,Замена датчика освещения/приближения,3390.0,90.0,Apple,Смартфон
  iPhone XS,Замена задней крышки в сборе,7790.0,90.0,Apple,Смартфон
  iPhone XS,Замена кнопки включения,3290.0,90.0,Apple,Смартфон
  iPhone XS,Замена кнопки переключения вибро,3290.0,90.0,Apple,Смартфон
  iPhone XS,Замена кнопок громкости,3290.0,90.0,Apple,Смартфон
  iPhone XS,Замена контроллера USB U2 Tristar,6790.0,30.0,Apple,Смартфон
  iPhone XS,Замена микрофона,3790.0,90.0,Apple,Смартфон
  iPhone XS,Замена основной камеры,5490.0,90.0,Apple,Смартфон
  iPhone XS,Замена передней камеры,3390.0,90.0,Apple,Смартфон
  iPhone XS,Замена полифонического динамика,3390.0,90.0,Apple,Смартфон
  iPhone XS,Замена разъема зарядки,3790.0,90.0,Apple,Смартфон
  iPhone XS,Замена сеточки на слуховой динамик,2090.0,14.0,Apple,Смартфон
  iPhone XS,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone XS,Замена слухового динамика,3590.0,90.0,Apple,Смартфон
  iPhone XS,Замена стекла задней крышки,4390.0,90.0,Apple,Смартфон
  iPhone XS,Замена стекла камеры,2190.0,90.0,Apple,Смартфон
  iPhone XS,Замена GSM антенны,3790.0,90.0,Apple,Смартфон
  iPhone XS,Замена NFC антенны,3790.0,90.0,Apple,Смартфон
  iPhone XS,Замена Wi-Fi/Bluetooth антенны,3790.0,90.0,Apple,Смартфон
  iPhone XS,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone XS,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone XS,Пайка контроллера аккумулятора (устранение ошибки),1990.0,30.0,Apple,Смартфон
  iPhone XS,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone XS,Полировка стекла,4290.0,0.0,Apple,Смартфон
  iPhone XS,Разбор / сбор,2390.0,0.0,Apple,Смартфон
  iPhone XS,Ремонт с деталью клиента,2390.0,0.0,Apple,Смартфон
  iPhone XS,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone XS,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone XS,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone XS,Чистка сеточки фронтального микрофона и слухового динамика,2190.0,0.0,Apple,Смартфон
  iPhone XS Max,Замена дисплея в сборе - КОПИЯ A+,9290.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена дисплея в сборе - КОПИЯ,7090.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена дисплея в сборе - ORIG,15290.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена стекла (переклейка дисплея),7390.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена дисплея в сборе (оригинальная матрица),12490.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена аккумулятора,4090.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена аккумулятора - PLUS,4690.0,90.0,Apple,Смартфон
  iPhone XS Max,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone XS Max,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone XS Max,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone XS Max,Восстановление после попадания влаги,2290.0,0.0,Apple,Смартфон
  iPhone XS Max,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone XS Max,Замена аудиокодека,7790.0,0.0,Apple,Смартфон
  iPhone XS Max,Замена вибромотора,4490.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone XS Max,Замена датчика освещения/приближения,3590.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена задней крышки в сборе,8790.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена кнопки включения,3690.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена кнопки переключения вибро,3690.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена кнопок громкости,3690.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена контроллера USB U2 Tristar,7190.0,30.0,Apple,Смартфон
  iPhone XS Max,Замена микрофона,3990.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена основной камеры,6090.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена передней камеры,3590.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена полифонического динамика,3790.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена разъема зарядки,3990.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена сеточки на слуховой динамик,2090.0,14.0,Apple,Смартфон
  iPhone XS Max,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone XS Max,Замена слухового динамика,3790.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена стекла задней крышки,4390.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена стекла камеры,2190.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена GSM антенны,4290.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена NFC антенны,3790.0,90.0,Apple,Смартфон
  iPhone XS Max,Замена Wi-Fi/Bluetooth антенны,4290.0,90.0,Apple,Смартфон
  iPhone XS Max,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone XS Max,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone XS Max,Пайка контроллера аккумулятора (устранение ошибки),1990.0,30.0,Apple,Смартфон
  iPhone XS Max,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone XS Max,Полировка стекла,4290.0,0.0,Apple,Смартфон
  iPhone XS Max,Разбор / сбор,2390.0,0.0,Apple,Смартфон
  iPhone XS Max,Ремонт с деталью клиента,2390.0,0.0,Apple,Смартфон
  iPhone XS Max,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone XS Max,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone XS Max,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPad 10,Замена дисплея в сборе - ORIG,19990.0,90.0,Apple,Планшет
  iPad 10,Замена стекла (переклейка дисплея),8490.0,90.0,Apple,Планшет
  iPad 10,Замена аккумулятора,8090.0,90.0,Apple,Планшет
  iPad 2,Замена дисплея в сборе - ORIG,5790.0,90.0,Apple,Планшет
  iPad 2,Замена аккумулятора,4490.0,90.0,Apple,Планшет
  iPad 2,Внешняя чистка (без разбора устройства),990.0,0.0,Apple,Планшет
  iPad 2,Восстановление после попадания влаги,1790.0,0.0,Apple,Планшет
  iPad 2,Восстановление слоёв платы,1790.0,30.0,Apple,Планшет
  iPad 2,Восстановление цепей питания матрицы,3590.0,30.0,Apple,Планшет
  iPad 2,Восстановление цепей питания подсветки,3590.0,30.0,Apple,Планшет
  iPad 2,Замена (реболл) модемного процессора,5190.0,30.0,Apple,Планшет
  iPad 2,Замена акселерометра,4190.0,30.0,Apple,Планшет
  iPad 2,Замена аудиокодека,4590.0,30.0,Apple,Планшет
  iPad 2,Замена аудиоразъема (3G),1790.0,90.0,Apple,Планшет
  iPad 2,Замена аудиоразъема (Wi-Fi),1790.0,90.0,Apple,Планшет
  iPad 2,Замена гироскопа,4190.0,30.0,Apple,Планшет
  iPad 2,Замена датчика освещения/приближения,1790.0,90.0,Apple,Планшет
  iPad 2,Замена датчика Sleep&Wake (CDMA),1790.0,30.0,Apple,Планшет
  iPad 2,Замена датчика Sleep&Wake (Wi-Fi/3G),1790.0,30.0,Apple,Планшет
  iPad 2,Замена динамика,2390.0,90.0,Apple,Планшет
  iPad 2,Замена диода подсветки,4190.0,30.0,Apple,Планшет
  iPad 2,Замена задней крышки в сборе,5390.0,90.0,Apple,Планшет
  iPad 2,Замена катушки подсветки,4190.0,30.0,Apple,Планшет
  iPad 2,Замена кнопки включения,1790.0,90.0,Apple,Планшет
  iPad 2,Замена кнопки переключения вибро (CDMA),1690.0,90.0,Apple,Планшет
  iPad 2,Замена кнопки переключения вибро (Wi-Fi/3G),1690.0,90.0,Apple,Планшет
  iPad 2,Замена кнопки Home,1790.0,90.0,Apple,Планшет
  iPad 2,Замена кнопок громкости,1790.0,90.0,Apple,Планшет
  iPad 2,Замена контроллера тачскрина,4190.0,30.0,Apple,Планшет
  iPad 2,Замена микрофона,2090.0,90.0,Apple,Планшет
  iPad 2,Замена основного контроллера питания,5590.0,30.0,Apple,Планшет
  iPad 2,Замена основной камеры,1790.0,90.0,Apple,Планшет
  iPad 2,Замена передней камеры,2090.0,90.0,Apple,Планшет
  iPad 2,Замена разъема,2190.0,30.0,Apple,Планшет
  iPad 2,Замена разъема зарядки,1990.0,90.0,Apple,Планшет
  iPad 2,Замена разъема наушников,2090.0,90.0,Apple,Планшет
  iPad 2,Замена рамки,690.0,90.0,Apple,Планшет
  iPad 2,Замена сим-лотка,590.0,14.0,Apple,Планшет
  iPad 2,Замена тачскрина,3790.0,90.0,Apple,Планшет
  iPad 2,Замена транзисторов зарядки,3190.0,30.0,Apple,Планшет
  iPad 2,Замена элемента,2190.0,30.0,Apple,Планшет
  iPad 2,Замена элементов,2190.0,30.0,Apple,Планшет
  iPad 2,Замена GPS антенны,1990.0,90.0,Apple,Планшет
  iPad 2,Замена GSM антенны,1990.0,90.0,Apple,Планшет
  iPad 2,Замена NAND-flash (16 Гб),5190.0,30.0,Apple,Планшет
  iPad 2,Замена Wi-Fi/Bluetooth антенны,1990.0,90.0,Apple,Планшет
  iPad 2,Изменение BOARD ID,2190.0,30.0,Apple,Планшет
  iPad 2,Обновление ПО,1090.0,0.0,Apple,Планшет
  iPad 2,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Планшет
  iPad 2,Подклейка дисплея,1690.0,0.0,Apple,Планшет
  iPad 2,Правка углов,1290.0,0.0,Apple,Планшет
  iPad 2,Разбор / сбор,2290.0,0.0,Apple,Планшет
  iPad 2,Ремонт цепи питания,2190.0,30.0,Apple,Планшет
  iPad 2,Ремонт Wi-Fi модуля,4590.0,30.0,Apple,Планшет
  iPad 2,Чистка динамика,2190.0,0.0,Apple,Планшет
  iPad 2,Чистка разъема зарядки/наушников (без разбора устройства),990.0,0.0,Apple,Планшет
  iPad 2,Чистка устройства,2190.0,0.0,Apple,Планшет
  iPad 3,Замена дисплея в сборе - ORIG,6190.0,90.0,Apple,Планшет
  iPad 3,Замена аккумулятора,4890.0,90.0,Apple,Планшет
  iPad 3,Внешняя чистка (без разбора устройства),990.0,0.0,Apple,Планшет
  iPad 3,Восстановление после попадания влаги,1790.0,0.0,Apple,Планшет
  iPad 3,Восстановление слоёв платы,1790.0,30.0,Apple,Планшет
  iPad 3,Восстановление цепей питания матрицы,3590.0,30.0,Apple,Планшет
  iPad 3,Восстановление цепей питания подсветки,3590.0,30.0,Apple,Планшет
  iPad 3,Замена (реболл) модемного процессора,5190.0,30.0,Apple,Планшет
  iPad 3,Замена акселерометра,4190.0,30.0,Apple,Планшет
  iPad 3,Замена аудиокодека,4590.0,30.0,Apple,Планшет
  iPad 3,Замена гироскопа,4190.0,30.0,Apple,Планшет
  iPad 3,Замена датчика освещения/приближения,1790.0,90.0,Apple,Планшет
  iPad 3,Замена динамика,2890.0,90.0,Apple,Планшет
  iPad 3,Замена диода подсветки,4190.0,30.0,Apple,Планшет
  iPad 3,Замена задней крышки в сборе,5990.0,14.0,Apple,Планшет
  iPad 3,Замена катушки подсветки,4190.0,30.0,Apple,Планшет
  iPad 3,Замена кнопки включения,2490.0,90.0,Apple,Планшет
  iPad 3,Замена кнопки переключения вибро,1690.0,90.0,Apple,Планшет
  iPad 3,Замена кнопки Home,1790.0,90.0,Apple,Планшет
  iPad 3,Замена кнопок громкости,2490.0,90.0,Apple,Планшет
  iPad 3,Замена контроллера тачскрина,4690.0,30.0,Apple,Планшет
  iPad 3,Замена микрофона,2290.0,90.0,Apple,Планшет
  iPad 3,Замена основного контроллера питания,5590.0,30.0,Apple,Планшет
  iPad 3,Замена основной камеры,2090.0,90.0,Apple,Планшет
  iPad 3,Замена передней камеры,2390.0,90.0,Apple,Планшет
  iPad 3,Замена разъема,2190.0,30.0,Apple,Планшет
  iPad 3,Замена разъема зарядки,1990.0,90.0,Apple,Планшет
  iPad 3,Замена разъема наушников,2290.0,90.0,Apple,Планшет
  iPad 3,Замена рамки,690.0,90.0,Apple,Планшет
  iPad 3,Замена сим-лотка,590.0,14.0,Apple,Планшет
  iPad 3,Замена тачскрина,3990.0,90.0,Apple,Планшет
  iPad 3,Замена транзисторов зарядки,3190.0,30.0,Apple,Планшет
  iPad 3,Замена элемента,2190.0,30.0,Apple,Планшет
  iPad 3,Замена элементов,2190.0,30.0,Apple,Планшет
  iPad 3,Замена GPS антенны,2290.0,90.0,Apple,Планшет
  iPad 3,Замена GSM антенны,2290.0,90.0,Apple,Планшет
  iPad 3,Замена NAND-flash (16 Гб),5190.0,30.0,Apple,Планшет
  iPad 3,Замена Wi-Fi/Bluetooth антенны,2290.0,90.0,Apple,Планшет
  iPad 3,Изменение BOARD ID,2190.0,30.0,Apple,Планшет
  iPad 3,Обновление ПО,1090.0,0.0,Apple,Планшет
  iPad 3,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Планшет
  iPad 3,Подклейка дисплея,1790.0,0.0,Apple,Планшет
  iPad 3,Правка углов,1290.0,0.0,Apple,Планшет
  iPad 3,Разбор / сбор,2290.0,0.0,Apple,Планшет
  iPad 3,Ремонт цепи питания,2190.0,30.0,Apple,Планшет
  iPad 3,Ремонт Wi-Fi модуля,4590.0,30.0,Apple,Планшет
  iPad 3,Чистка динамика,2190.0,0.0,Apple,Планшет
  iPad 3,Чистка разъема зарядки/наушников (без разбора устройства),990.0,0.0,Apple,Планшет
  iPad 3,Чистка устройства,2190.0,0.0,Apple,Планшет
  iPad 4,Замена дисплея в сборе - ORIG,6390.0,90.0,Apple,Планшет
  iPad 4,Замена аккумулятора,5190.0,90.0,Apple,Планшет
